ID,Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Speed Limit,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Accident Severity,Traffic Volume,Road Condition,Accident Cause,Region,Vehicle Type
1820,Canada,2000,August,Thursday,Afternoon,Urban,Main Road,Clear,108.26536045178884,107,0.2283170816756854,1,Moderate,Severe,7416.0217996615675,Wet,Distracted Driving,Australia,Motorcycle
1821,UK,2023,June,Friday,Night,Rural,Main Road,Snowy,435.48222518060936,41,0.1709407855108723,0,Poor,Moderate,9733.087800397652,Dry,Distracted Driving,Asia,Car
1822,Germany,2024,October,Monday,Night,Urban,Highway,Windy,471.1569402685536,66,0.0218026894958633,1,Moderate,Moderate,9792.374259492222,Dry,Weather,Europe,Bicycle
1823,Brazil,2008,October,Tuesday,Afternoon,Urban,Main Road,Rainy,145.31412088476313,95,0.0635294069336248,1,Good,Severe,8062.633713433131,Wet,Speeding,Asia,Bicycle
1824,China,2006,September,Monday,Night,Urban,Main Road,Windy,276.40293513302527,96,0.0082687804280439,0,Poor,Moderate,7873.922719781876,Wet,Mechanical Failure,Europe,Bicycle
1825,Australia,2016,December,Wednesday,Afternoon,Rural,Street,Windy,382.599917583514,35,0.2495533116278695,1,Poor,Severe,7730.713540814021,Wet,Drunk Driving,North America,Bicycle
1826,Canada,2001,December,Monday,Evening,Rural,Street,Clear,229.6413180422955,104,0.1235612825051631,1,Good,Minor,8203.435270435497,Snow-covered,Speeding,Europe,Motorcycle
1827,UK,2005,March,Sunday,Morning,Urban,Street,Clear,432.8399568325583,99,0.0085228488198465,0,Poor,Minor,3513.6409198824285,Snow-covered,Mechanical Failure,Europe,Motorcycle
1828,Canada,2001,March,Sunday,Night,Rural,Street,Foggy,190.48508605858723,80,0.1657447946510969,0,Poor,Severe,9601.8244921747,Wet,Mechanical Failure,South America,Motorcycle
1829,Russia,2002,January,Monday,Night,Urban,Main Road,Clear,108.39051245441178,95,0.2032437300695933,0,Poor,Minor,459.25285964644365,Wet,Weather,Europe,Truck
1830,Japan,2006,March,Wednesday,Afternoon,Urban,Highway,Clear,325.2529835867785,67,0.1907904821153564,1,Poor,Severe,7756.0865397289435,Dry,Drunk Driving,Europe,Motorcycle
1831,Australia,2002,November,Monday,Evening,Urban,Main Road,Clear,145.85510648843405,72,0.1935950558226912,1,Poor,Minor,554.7827946765442,Icy,Distracted Driving,Australia,Truck
1832,UK,2017,September,Thursday,Evening,Rural,Street,Windy,465.1490468272168,57,0.1116579598827887,0,Moderate,Minor,3144.714022951383,Wet,Speeding,Asia,Motorcycle
1833,UK,2003,April,Thursday,Evening,Rural,Street,Windy,450.6140308089724,40,0.177025652381254,0,Good,Minor,9584.27660742282,Snow-covered,Speeding,Asia,Truck
1834,India,2019,January,Friday,Evening,Urban,Street,Rainy,73.97858395944596,105,0.1426161863182804,1,Poor,Moderate,664.4622525464413,Snow-covered,Speeding,Asia,Truck
1835,Germany,2022,November,Tuesday,Night,Rural,Main Road,Snowy,385.9567110729907,95,0.0546380279012246,1,Good,Minor,3911.8538069372707,Wet,Distracted Driving,Europe,Motorcycle
1836,Canada,2003,August,Friday,Evening,Rural,Main Road,Rainy,171.10442033154143,85,0.2181200165197133,1,Good,Minor,4151.359028897212,Dry,Distracted Driving,North America,Motorcycle
1837,Japan,2002,April,Friday,Night,Rural,Street,Snowy,387.2173413797191,94,0.1076674145033547,1,Good,Moderate,4177.869425502859,Snow-covered,Weather,North America,Motorcycle
1838,Japan,2000,August,Saturday,Afternoon,Urban,Main Road,Clear,91.74966653541829,92,0.1652904286832904,1,Moderate,Moderate,4435.05345071821,Dry,Speeding,Australia,Truck
1839,India,2021,September,Sunday,Afternoon,Rural,Street,Snowy,382.83714460743874,65,0.1364906999180948,1,Good,Severe,3924.087177838796,Dry,Weather,Europe,Truck
1840,Brazil,2016,March,Thursday,Night,Urban,Highway,Clear,139.339363207625,63,0.1296496600690449,1,Good,Moderate,6686.73747203147,Icy,Distracted Driving,South America,Car
1841,China,2021,May,Sunday,Evening,Urban,Highway,Rainy,307.3027913903384,97,0.1758482087025075,0,Good,Severe,9958.510281618192,Wet,Speeding,Australia,Motorcycle
1842,USA,2000,January,Tuesday,Afternoon,Urban,Main Road,Rainy,282.4030784770148,57,0.1971136560958808,0,Moderate,Severe,6434.25637531538,Snow-covered,Weather,Europe,Motorcycle
1843,China,2000,June,Tuesday,Evening,Urban,Street,Clear,425.8787547951991,48,0.0551019402661662,0,Poor,Moderate,5783.416779345457,Dry,Distracted Driving,Australia,Car
1844,UK,2022,May,Saturday,Evening,Rural,Street,Rainy,166.28918543339603,43,0.2301942909817408,1,Good,Severe,1478.7553929009932,Icy,Weather,Europe,Car
1845,Brazil,2019,December,Tuesday,Evening,Urban,Highway,Foggy,233.6897327639501,71,0.2453431833477334,0,Good,Severe,9141.44369257704,Wet,Distracted Driving,South America,Bicycle
1846,Canada,2004,November,Saturday,Morning,Urban,Main Road,Snowy,158.01529119050815,36,0.0330159477302491,0,Moderate,Severe,6456.156069077671,Icy,Weather,Asia,Bicycle
1847,China,2023,December,Sunday,Night,Urban,Highway,Rainy,257.1603832641701,40,0.1829321116648928,1,Good,Minor,5433.939653908344,Wet,Distracted Driving,North America,Car
1848,Russia,2006,May,Sunday,Morning,Urban,Main Road,Clear,339.9098503735086,64,0.1418393748644763,0,Moderate,Severe,4690.84251923593,Snow-covered,Speeding,Asia,Truck
1849,USA,2016,November,Wednesday,Night,Urban,Street,Clear,323.4478261474261,75,0.1749391941734143,1,Moderate,Severe,1343.0756465968473,Wet,Mechanical Failure,Europe,Bicycle
1850,Russia,2021,January,Tuesday,Night,Rural,Main Road,Rainy,330.76659527703936,100,0.1684276779805228,1,Moderate,Minor,2067.1529723044705,Icy,Speeding,Asia,Car
1851,UK,2017,July,Saturday,Night,Rural,Highway,Windy,498.5666982514808,81,0.0455455039518023,1,Moderate,Moderate,2883.57903225648,Wet,Mechanical Failure,Europe,Car
1852,Germany,2017,February,Thursday,Morning,Rural,Main Road,Foggy,320.7257135299708,110,0.0501491176593345,0,Moderate,Minor,1611.5579194353013,Snow-covered,Distracted Driving,Australia,Car
1853,Australia,2014,March,Tuesday,Morning,Urban,Street,Foggy,234.2917279268165,106,0.0921506574866826,1,Poor,Moderate,3460.579979257637,Dry,Drunk Driving,Australia,Truck
1854,USA,2009,July,Sunday,Morning,Urban,Main Road,Foggy,450.4682006497608,78,0.0653027646936198,0,Moderate,Moderate,7895.514135637317,Icy,Mechanical Failure,Asia,Car
1855,Russia,2017,July,Friday,Morning,Rural,Main Road,Foggy,327.7235946725842,86,0.055217532282151,0,Moderate,Moderate,2304.5490929926887,Icy,Drunk Driving,Europe,Motorcycle
1856,India,2022,December,Thursday,Afternoon,Rural,Street,Snowy,435.0402519824184,67,0.1260961448577155,0,Poor,Moderate,4476.1375579048145,Wet,Weather,North America,Motorcycle
1857,India,2012,November,Saturday,Night,Rural,Highway,Rainy,499.7253021740465,45,0.1201199481352511,0,Poor,Severe,2997.6553983628305,Dry,Speeding,Europe,Car
1858,Japan,2016,October,Saturday,Morning,Urban,Street,Snowy,185.771360062807,59,0.2234506676473271,0,Poor,Severe,2795.0317388729745,Snow-covered,Speeding,North America,Motorcycle
1859,Japan,2001,October,Sunday,Morning,Urban,Main Road,Foggy,175.82553946915607,60,0.0733278758815598,1,Good,Severe,5766.806995616476,Dry,Distracted Driving,South America,Car
1860,Australia,2010,May,Thursday,Afternoon,Urban,Highway,Windy,429.11933091673353,70,0.058476905873789,0,Poor,Minor,1770.595507209713,Wet,Distracted Driving,Australia,Motorcycle
1861,China,2022,March,Friday,Evening,Rural,Main Road,Foggy,308.265880842299,89,0.1567041056442199,1,Moderate,Moderate,1327.7160339192496,Dry,Weather,North America,Car
1862,Germany,2001,December,Sunday,Morning,Urban,Street,Foggy,485.9254862665248,84,0.1067536867625817,0,Poor,Minor,9357.921004783968,Wet,Drunk Driving,South America,Motorcycle
1863,India,2005,April,Thursday,Evening,Rural,Highway,Windy,421.86434729456414,32,0.103685240109065,1,Poor,Moderate,3945.798639964055,Wet,Distracted Driving,Australia,Truck
1864,USA,2006,May,Wednesday,Night,Urban,Highway,Windy,186.9656784863814,62,0.0529935732579488,0,Poor,Severe,9692.99038977997,Icy,Weather,Europe,Bicycle
1865,China,2006,April,Saturday,Morning,Urban,Street,Snowy,272.06193648472834,72,0.1511030815552926,1,Moderate,Moderate,3334.7265974758916,Snow-covered,Weather,Australia,Truck
1866,Australia,2000,May,Saturday,Night,Urban,Highway,Foggy,342.30841533288043,50,0.2178959263759948,1,Good,Severe,1528.9829952390946,Wet,Speeding,Europe,Truck
1867,India,2020,September,Thursday,Night,Rural,Main Road,Foggy,78.18629605384409,38,0.2404100280997216,1,Good,Moderate,1731.0310442189632,Wet,Drunk Driving,South America,Car
1868,China,2010,November,Saturday,Night,Rural,Highway,Snowy,466.00204482126674,37,0.1657500908877008,1,Good,Minor,1222.7102688420387,Icy,Speeding,Asia,Bicycle
1869,India,2020,January,Saturday,Evening,Urban,Street,Rainy,390.35935399506633,69,0.1843239773831499,1,Good,Moderate,4161.639030049353,Wet,Speeding,North America,Car
1870,India,2011,March,Wednesday,Night,Rural,Main Road,Rainy,313.74264603986006,77,0.2375491102809571,0,Good,Severe,2987.074482344671,Snow-covered,Speeding,North America,Motorcycle
1871,Australia,2012,September,Tuesday,Night,Urban,Street,Foggy,216.4793827726466,64,0.0094334338077741,1,Good,Severe,9140.10961274388,Dry,Mechanical Failure,Europe,Truck
1872,Brazil,2021,June,Thursday,Night,Rural,Street,Foggy,431.7063589179954,112,0.1360960061558105,0,Good,Minor,7200.253366121448,Icy,Distracted Driving,Asia,Truck
1873,Australia,2022,July,Friday,Night,Urban,Highway,Clear,482.86869568994905,47,0.192575626883728,1,Moderate,Moderate,8958.23093903775,Snow-covered,Speeding,North America,Car
1874,India,2008,April,Friday,Night,Urban,Main Road,Clear,185.075318093682,48,0.0675139252646235,1,Moderate,Severe,3334.005755271079,Dry,Mechanical Failure,South America,Truck
1875,Russia,2023,April,Wednesday,Afternoon,Urban,Street,Foggy,364.0542200796908,110,0.0615263655391228,0,Moderate,Severe,1677.4570608847007,Snow-covered,Mechanical Failure,South America,Bicycle
1876,India,2007,March,Wednesday,Night,Rural,Highway,Windy,290.32863936293177,114,0.0062048737378595,0,Poor,Minor,2772.8466054356,Wet,Mechanical Failure,South America,Bicycle
1877,USA,2016,February,Thursday,Morning,Urban,Highway,Foggy,164.4879776444802,91,0.0907507083093467,0,Moderate,Moderate,405.33189279980786,Wet,Mechanical Failure,Europe,Bicycle
1878,Germany,2005,December,Wednesday,Morning,Rural,Main Road,Rainy,159.1919515769969,33,0.1194870126917788,1,Poor,Moderate,9396.121560398318,Dry,Distracted Driving,Europe,Bicycle
1879,Japan,2024,February,Sunday,Evening,Urban,Main Road,Foggy,136.02641086164328,60,0.2295744445363693,0,Moderate,Severe,6022.716259366117,Dry,Speeding,Australia,Bicycle
1880,China,2009,April,Monday,Afternoon,Rural,Main Road,Rainy,191.3864605322656,51,0.2080818686934783,1,Good,Severe,1985.6684376831647,Snow-covered,Speeding,Europe,Bicycle
1881,USA,2006,September,Friday,Morning,Rural,Highway,Windy,406.32116316510144,107,0.1289680473661786,1,Moderate,Severe,2290.0835529667474,Dry,Drunk Driving,Australia,Car
1882,USA,2002,October,Monday,Evening,Urban,Street,Snowy,161.8649156685536,88,0.2045727179450813,0,Good,Moderate,4980.088866007116,Icy,Weather,North America,Motorcycle
1883,UK,2021,April,Sunday,Morning,Urban,Main Road,Foggy,268.766603783957,34,0.235604758894386,1,Poor,Moderate,1215.07734471457,Dry,Weather,North America,Car
1884,Japan,2021,July,Tuesday,Night,Rural,Street,Foggy,160.65416044737484,103,0.0033809384536871,1,Poor,Severe,5574.840712910898,Wet,Drunk Driving,North America,Bicycle
1885,UK,2008,April,Friday,Afternoon,Rural,Highway,Windy,446.85742047170953,65,0.1478217071395719,0,Moderate,Moderate,9715.476346489459,Wet,Weather,North America,Motorcycle
1886,India,2021,May,Monday,Afternoon,Urban,Highway,Foggy,221.34759348768367,86,0.1000744572956553,1,Good,Minor,9605.240441883894,Snow-covered,Drunk Driving,North America,Motorcycle
1887,Brazil,2023,September,Friday,Night,Rural,Main Road,Rainy,247.7256215036793,57,0.2290477792760052,0,Moderate,Severe,2115.0237622338973,Dry,Weather,Australia,Truck
1888,Japan,2002,July,Sunday,Night,Urban,Main Road,Windy,311.6115903807304,31,0.052171751864549,0,Moderate,Severe,1766.779325123442,Icy,Mechanical Failure,North America,Bicycle
1889,India,2008,August,Saturday,Evening,Urban,Main Road,Snowy,329.43198305021025,113,0.1925950024764506,0,Poor,Moderate,4567.590444847985,Wet,Distracted Driving,Europe,Motorcycle
1890,USA,2013,November,Thursday,Evening,Urban,Street,Windy,295.46900186885364,63,0.0993794896957355,1,Good,Moderate,7020.254438386845,Icy,Distracted Driving,South America,Bicycle
1891,USA,2013,July,Thursday,Evening,Urban,Highway,Windy,174.30239609295862,46,0.2234140637494238,0,Poor,Severe,6655.928146099055,Snow-covered,Weather,North America,Motorcycle
1892,Russia,2002,September,Tuesday,Morning,Rural,Street,Snowy,314.67239453562274,87,0.2301273959698763,0,Poor,Severe,4526.130845125456,Icy,Distracted Driving,Australia,Car
1893,Brazil,2009,September,Thursday,Morning,Urban,Street,Rainy,152.1811785704564,38,0.1822951101325411,1,Good,Severe,930.406473721914,Wet,Drunk Driving,Asia,Bicycle
1894,Canada,2016,June,Monday,Afternoon,Rural,Highway,Rainy,360.29393399984366,88,0.0025297257358582,1,Poor,Minor,8383.02897272435,Wet,Weather,Asia,Truck
1895,Canada,2012,September,Wednesday,Evening,Rural,Street,Clear,161.27284164503328,35,0.2033213122678301,0,Poor,Moderate,3383.997217083478,Snow-covered,Drunk Driving,Asia,Truck
1896,Canada,2012,October,Friday,Afternoon,Rural,Street,Windy,359.6954199005886,86,0.1785595295965636,1,Poor,Moderate,6509.748575173998,Wet,Distracted Driving,Europe,Motorcycle
1897,Australia,2013,April,Saturday,Night,Urban,Main Road,Rainy,184.86541420844415,76,0.0384857173530204,1,Good,Moderate,6283.589774182226,Snow-covered,Distracted Driving,Australia,Bicycle
1898,Germany,2017,September,Friday,Evening,Urban,Highway,Clear,208.8096055696748,68,0.2278015564201509,0,Good,Moderate,4389.055231040923,Wet,Distracted Driving,North America,Motorcycle
1899,China,2011,August,Tuesday,Morning,Rural,Street,Rainy,326.358237288932,63,0.1927510559157268,0,Good,Severe,7741.819220974849,Snow-covered,Distracted Driving,Asia,Motorcycle
1900,Australia,2007,April,Wednesday,Afternoon,Rural,Main Road,Clear,183.671284129328,94,0.1912331958553358,1,Moderate,Minor,7217.91550908957,Wet,Weather,South America,Motorcycle
1901,Australia,2008,April,Sunday,Morning,Rural,Highway,Windy,457.6574005312016,45,0.1730795910763112,0,Poor,Severe,3199.8659127717233,Wet,Distracted Driving,Asia,Truck
1902,Australia,2003,August,Monday,Afternoon,Urban,Main Road,Rainy,484.5071738343,69,0.0385783434948495,0,Moderate,Minor,7122.076330817266,Wet,Weather,North America,Bicycle
1903,Brazil,2018,April,Friday,Evening,Rural,Main Road,Foggy,387.31715718304,53,0.2311518931359048,0,Poor,Severe,9859.44417785728,Dry,Mechanical Failure,Europe,Truck
1904,Germany,2010,September,Friday,Evening,Rural,Street,Snowy,380.1978018423276,104,0.0297386016095012,1,Moderate,Minor,3969.9465199675083,Icy,Weather,North America,Truck
1905,Russia,2016,December,Tuesday,Afternoon,Rural,Street,Clear,354.48276234281786,48,0.0391471715741122,0,Poor,Moderate,2528.791243408913,Snow-covered,Speeding,Australia,Motorcycle
1906,Germany,2014,April,Saturday,Afternoon,Urban,Highway,Clear,399.87485720378993,97,0.1749266638913496,1,Moderate,Moderate,198.56143003331007,Icy,Speeding,North America,Truck
1907,Brazil,2015,September,Friday,Morning,Rural,Street,Rainy,398.8705225482939,93,0.0427936239241694,1,Moderate,Minor,134.45789567718845,Wet,Mechanical Failure,South America,Motorcycle
1908,Brazil,2015,November,Saturday,Morning,Urban,Highway,Windy,170.7405458419944,53,0.1982651306386845,1,Poor,Minor,9966.587043349373,Icy,Mechanical Failure,Europe,Truck
1909,India,2001,January,Wednesday,Night,Rural,Highway,Foggy,371.3998944590469,61,0.1579261445141276,1,Moderate,Severe,4787.466482065736,Icy,Weather,South America,Bicycle
1910,Brazil,2022,July,Friday,Afternoon,Rural,Highway,Clear,494.390376002351,98,0.1235260637626289,1,Good,Severe,2536.0716059747097,Wet,Weather,South America,Car
1911,Germany,2000,January,Tuesday,Afternoon,Urban,Street,Clear,108.98731080738912,34,0.0066501501002534,1,Good,Minor,8810.697270326402,Dry,Mechanical Failure,Australia,Car
1912,USA,2001,October,Friday,Morning,Rural,Street,Rainy,225.2722815541833,63,0.2186336003144864,1,Good,Severe,5537.595301422918,Icy,Weather,Asia,Car
1913,UK,2017,August,Friday,Morning,Urban,Main Road,Rainy,108.0580404778203,44,0.0112613417909794,1,Good,Moderate,9508.073785059178,Snow-covered,Mechanical Failure,Asia,Bicycle
1914,Japan,2005,June,Monday,Morning,Rural,Street,Windy,468.0487858726201,91,0.0203142559841352,1,Good,Moderate,6590.126479109961,Snow-covered,Drunk Driving,Europe,Car
1915,Russia,2017,March,Monday,Morning,Urban,Street,Foggy,104.7319645987614,85,0.1123201417478631,0,Poor,Minor,3859.098426921424,Icy,Distracted Driving,Europe,Car
1916,Germany,2007,March,Tuesday,Night,Urban,Highway,Snowy,71.95171171351979,101,0.147926050278506,1,Moderate,Moderate,6473.2780168764075,Icy,Drunk Driving,South America,Motorcycle
1917,Canada,2012,June,Saturday,Morning,Rural,Main Road,Windy,247.2123874963956,86,0.2354966729145446,0,Moderate,Minor,7828.23537818978,Dry,Drunk Driving,South America,Bicycle
1918,Germany,2019,January,Thursday,Night,Rural,Highway,Foggy,360.652728348788,90,0.09619072308846,0,Moderate,Minor,9772.084799155631,Dry,Mechanical Failure,Asia,Motorcycle
1919,China,2023,November,Monday,Night,Rural,Main Road,Rainy,141.03026786163207,33,0.0368390052984645,0,Good,Moderate,6427.805553939247,Snow-covered,Weather,Australia,Truck
1920,Brazil,2021,March,Tuesday,Evening,Rural,Main Road,Foggy,119.26313840895406,116,0.0240046776566801,0,Poor,Severe,7666.424602034701,Wet,Distracted Driving,Asia,Bicycle
1921,Germany,2020,June,Thursday,Morning,Urban,Main Road,Snowy,380.7314673234868,101,0.1477812028115497,0,Poor,Severe,1613.11988400173,Snow-covered,Drunk Driving,South America,Bicycle
1922,USA,2023,April,Tuesday,Morning,Rural,Street,Rainy,484.15798411198415,119,0.038039413442362,1,Good,Moderate,257.92095740338186,Snow-covered,Mechanical Failure,North America,Truck
1923,Brazil,2020,March,Wednesday,Night,Rural,Street,Foggy,321.8390946611179,97,0.0359036453043585,1,Moderate,Minor,733.138681538332,Icy,Mechanical Failure,Asia,Truck
1924,Canada,2003,May,Thursday,Afternoon,Urban,Highway,Clear,219.6880280548969,40,0.1931068472256634,1,Moderate,Severe,191.00316640524773,Snow-covered,Speeding,North America,Car
1925,USA,2004,July,Friday,Morning,Rural,Highway,Windy,438.0167796188004,41,0.1999709542241848,1,Good,Minor,3633.7729952094546,Snow-covered,Distracted Driving,Australia,Truck
1926,Australia,2004,November,Saturday,Night,Rural,Street,Windy,143.24195552473446,106,0.0778178463854364,1,Moderate,Severe,9058.627971416206,Icy,Mechanical Failure,North America,Motorcycle
1927,USA,2009,November,Friday,Morning,Rural,Highway,Rainy,114.40494267444706,85,0.2378113397825495,0,Moderate,Severe,6690.198205365872,Wet,Speeding,Asia,Bicycle
1928,Brazil,2012,November,Saturday,Morning,Rural,Main Road,Windy,440.92269267304897,31,0.1778214253305542,1,Moderate,Minor,4757.7669261967785,Snow-covered,Speeding,Asia,Truck
1929,Germany,2008,August,Thursday,Afternoon,Urban,Street,Clear,64.52671916826218,59,0.0644230648190472,0,Good,Severe,6915.467889797754,Icy,Distracted Driving,South America,Motorcycle
